Date,Open,High,Low,Close,Adj Close,Volume
2015-03-13,523.9500122070312,523.9500122070312,456.0,461.95001220703125,438.04248046875,2252
2015-03-16,460.0,473.8999938964844,415.79998779296875,419.45001220703125,397.74200439453125,888
2015-03-17,417.0,444.95001220703125,415.0,420.25,398.50054931640625,2800
2015-03-18,429.0,460.0,425.0,444.04998779296875,421.0688781738281,3183
2015-03-19,450.0,488.45001220703125,450.0,488.45001220703125,463.1710205078125,6407
2015-03-20,490.3999938964844,504.95001220703125,453.29998779296875,475.1499938964844,450.5594177246094,6900
2015-03-23,454.0,484.0,436.0,437.0,414.38372802734375,12930
2015-03-24,444.70001220703125,479.95001220703125,424.0,426.20001220703125,404.14263916015625,2323
2015-03-25,448.95001220703125,449.0,423.0,430.0,407.7460021972656,1443
2015-03-26,438.0,439.0,407.3999938964844,418.75,397.0782165527344,1153
2015-03-27,424.95001220703125,445.8999938964844,405.0,425.29998779296875,403.28924560546875,2548
2015-03-30,421.0,450.0,421.0,434.25,411.7760314941406,4224
2015-03-31,439.8999938964844,477.6499938964844,439.8999938964844,470.29998779296875,445.9603576660156,6094
2015-04-01,475.79998779296875,499.0,475.79998779296875,485.54998779296875,460.4210510253906,7327
2015-04-06,485.0,534.0999755859375,485.0,534.0999755859375,506.4584655761719,13648
2015-04-07,559.0,560.7999877929688,550.0,560.7999877929688,531.7765502929688,20812
2015-04-08,586.0,588.7999877929688,586.0,588.7999877929688,558.3275756835938,6068
2015-04-09,618.2000122070312,618.2000122070312,618.2000122070312,618.2000122070312,586.2060546875,2214
2015-04-10,649.0999755859375,649.0999755859375,622.0,649.0999755859375,615.5066528320312,28536
2015-04-13,681.5499877929688,681.5499877929688,681.5499877929688,681.5499877929688,646.2774658203125,9160
2015-04-15,715.0,715.5999755859375,715.0,715.5999755859375,678.565185546875,1154
2015-04-16,709.0,715.7999877929688,679.8499755859375,698.4000244140625,662.25537109375,69987
2015-04-17,731.0,731.0,663.5,665.5499877929688,631.10546875,12147
2015-04-20,670.0,697.4000244140625,632.2999877929688,634.7999877929688,601.9468383789062,13192
2015-04-21,611.0,666.5,611.0,639.9500122070312,606.8304443359375,25557
2015-04-22,641.9000244140625,654.0,621.0999755859375,639.8499755859375,606.7355346679688,7057
2015-04-23,638.5999755859375,671.75,638.5499877929688,667.7999877929688,633.2388916015625,9125
2015-04-24,654.0,665.8499755859375,634.4500122070312,652.5499877929688,618.7781982421875,4742
2015-04-27,641.9500122070312,641.9500122070312,619.9500122070312,619.9500122070312,587.865234375,1770
2015-04-28,589.0,615.0,589.0,600.5,569.4220581054688,4056
2015-04-29,619.0,630.5,580.0,601.8499755859375,570.7020874023438,42743
2015-04-30,603.9500122070312,603.9500122070312,586.0,590.0,559.46533203125,2899
2015-05-04,592.0499877929688,624.0,592.0499877929688,609.9000244140625,578.3355712890625,7432
2015-05-05,601.0,601.0,582.0,587.1500244140625,556.762939453125,1330
2015-05-06,596.7999877929688,596.8499755859375,540.0,563.5,534.3369750976562,6090
2015-05-07,565.0,618.7000122070312,565.0,573.2000122070312,543.534912109375,12400
2015-05-08,571.0999755859375,602.0,571.0999755859375,597.0999755859375,566.197998046875,1616
2015-05-11,597.0,599.0,572.0,590.9500122070312,560.3663330078125,1375
2015-05-12,585.0,585.0,558.0499877929688,575.25,545.4786987304688,1814
2015-05-13,569.0,595.0,568.7000122070312,578.0,548.0864868164062,1491
2015-05-14,565.5499877929688,635.7999877929688,565.5,597.4000244140625,566.4824829101562,16124
2015-05-15,610.0,610.0,578.0,593.7000122070312,562.973876953125,2153
2015-05-18,601.9500122070312,601.9500122070312,590.0,599.4000244140625,568.3789672851562,192
2015-05-19,591.5,604.25,586.0999755859375,587.25,556.8578491210938,3286
2015-05-20,580.2000122070312,594.0,580.0999755859375,594.0,563.2583618164062,826
2015-05-21,585.0,600.0,580.2999877929688,587.9000244140625,557.4741821289062,5508
2015-05-22,590.0499877929688,590.0499877929688,550.0,565.7999877929688,536.5178833007812,684
2015-05-25,556.5,578.0,556.5,558.7999877929688,529.880126953125,620
2015-05-26,554.0499877929688,563.8499755859375,552.1500244140625,553.5,524.8544921875,1098
2015-05-27,550.25,560.0,547.0999755859375,555.0,526.2767944335938,1394
2015-05-28,565.0,565.0,501.0,548.4000244140625,520.0184326171875,19618
2015-05-29,557.8499755859375,603.2000122070312,503.0,600.0,568.94775390625,28868
2015-06-01,639.9500122070312,639.9500122070312,594.9500122070312,599.25,568.2366333007812,14610
2015-06-02,600.0,603.0,570.25,582.25,552.116455078125,3163
2015-06-03,575.0,589.0,524.0999755859375,578.2000122070312,548.2761840820312,4917
2015-06-04,570.0,587.0,570.0,571.7999877929688,542.207275390625,1626
2015-06-05,580.9000244140625,585.0,573.0,584.75,554.4871215820312,467
2015-06-08,637.0,637.0,555.25,565.5,536.2333374023438,1310
2015-06-09,570.0,581.0,562.0,566.9500122070312,537.6083984375,1367
2015-06-10,566.0,585.0,558.0,561.0,531.9662475585938,3664
2015-06-11,579.0,584.9000244140625,555.5499877929688,566.9000244140625,537.5609130859375,11267
2015-06-12,553.0499877929688,565.0,541.25,547.75,519.4019775390625,1716
2015-06-15,555.0,562.5,551.0499877929688,555.0,526.2767944335938,657
2015-06-16,552.5,567.0,550.0,558.4000244140625,529.5007934570312,3427
2015-06-17,565.0,593.0,557.5,576.9000244140625,547.0433959960938,5465
2015-06-18,575.0,592.9000244140625,563.1500244140625,589.5,558.9913330078125,5980
2015-06-19,585.0499877929688,625.0,585.0499877929688,612.6500244140625,580.943359375,5694
2015-06-22,623.0,633.9500122070312,615.0,629.5999755859375,597.01611328125,4349
2015-06-23,638.0499877929688,675.0,631.5499877929688,667.4500122070312,632.9071655273438,9803
2015-06-24,674.9500122070312,676.0,635.1500244140625,655.0999755859375,621.1961669921875,5082
2015-06-25,649.0,650.0,626.0,631.6500244140625,598.9599609375,1189
2015-06-26,626.5,635.0,612.5499877929688,623.4500122070312,591.184326171875,1048
2015-06-29,637.7000122070312,637.7000122070312,600.0999755859375,623.2000122070312,590.9473266601562,1462
2015-06-30,623.0,625.0,611.0999755859375,622.5499877929688,590.3308715820312,762
2015-07-01,634.4500122070312,650.0,615.0,625.2000122070312,592.84375,3360
2015-07-02,636.5,642.0,621.4000244140625,640.25,607.1148071289062,3481
2015-07-03,640.0,668.0,629.9500122070312,639.9500122070312,606.8304443359375,4635
2015-07-06,664.0,719.0,632.1500244140625,706.7999877929688,670.2205810546875,21791
2015-07-07,717.0,717.0,690.0,695.9000244140625,659.8847045898438,5320
2015-07-08,689.0999755859375,719.0,685.0,703.5,667.0914306640625,2216
2015-07-09,734.0,734.0,690.0,697.1500244140625,661.0701293945312,3812
2015-07-10,720.0,720.0,700.0999755859375,710.9000244140625,674.1083984375,2023
2015-07-13,719.0,844.0,719.0,822.75,780.1697998046875,46237
2015-07-14,839.7000122070312,848.9000244140625,800.0999755859375,811.2999877929688,769.3123779296875,12153
2015-07-15,818.0,840.0,771.0499877929688,780.7000122070312,740.2960205078125,5634
2015-07-16,789.4500122070312,822.0,782.0499877929688,803.0999755859375,761.5367431640625,4426
2015-07-17,805.0499877929688,809.0,780.0,794.5999755859375,753.4765625,4261
2015-07-20,804.9500122070312,817.0,785.0,790.75,749.825927734375,6833
2015-07-21,800.0499877929688,812.9000244140625,781.0,797.9000244140625,756.6058959960938,7373
2015-07-22,797.0,810.0,740.3499755859375,755.4000244140625,716.3053588867188,24948
2015-07-23,760.5,789.0,750.0,762.25,722.8009033203125,14858
2015-07-24,769.9500122070312,770.0,740.0,751.7999877929688,712.8916625976562,13010
2015-07-27,751.0,756.9500122070312,711.0,718.9000244140625,681.6944580078125,9735
2015-07-28,716.2999877929688,745.9000244140625,715.0,718.0499877929688,680.8883056640625,6154
2015-07-29,721.0,728.9500122070312,708.0,720.6500244140625,683.3538208007812,15438
2015-07-30,716.25,751.9500122070312,716.25,733.2999877929688,695.34912109375,3625
2015-07-31,731.0499877929688,740.9000244140625,725.0,728.2999877929688,690.60791015625,2462
2015-08-03,730.0,740.0,710.0,716.25,679.1815185546875,3213
2015-08-04,733.9500122070312,744.9500122070312,715.0,728.2999877929688,690.60791015625,3368
2015-08-05,733.7999877929688,735.0,717.0499877929688,722.2000122070312,684.823486328125,3785
2015-08-06,720.5,738.9500122070312,715.0,728.8499755859375,691.1294555664062,3701
2015-08-07,715.0,735.0,715.0,725.0,687.4786987304688,5339
2015-08-10,725.0499877929688,735.0,710.0,716.2000122070312,679.1341552734375,4281
2015-08-11,712.5,720.0,708.0,713.1500244140625,676.2420043945312,1634
2015-08-12,712.0,712.0,691.0,698.9000244140625,662.7294311523438,1522
2015-08-13,714.0,730.0,693.5,715.8499755859375,678.8021850585938,9834
2015-08-14,740.0,749.0,682.5,700.1500244140625,663.9147338867188,5489
2015-08-17,687.0,713.5,687.0,703.3499755859375,666.9490966796875,1216
2015-08-18,700.5,728.0,700.0,723.3499755859375,685.9140625,4961
2015-08-19,724.9500122070312,736.7000122070312,717.3499755859375,726.8499755859375,689.2329711914062,3436
2015-08-20,730.0,734.9500122070312,691.0,699.0,662.8242797851562,5000
2015-08-21,683.1500244140625,694.0499877929688,656.0,684.0,648.6005859375,5956
2015-08-24,677.9500122070312,678.0,632.25,647.9000244140625,614.368896484375,7347
2015-08-25,590.0,669.0,590.0,621.7000122070312,589.52490234375,7573
2015-08-26,625.0,643.0,614.9500122070312,617.25,585.30517578125,5259
2015-08-27,621.3499755859375,630.0999755859375,604.0,612.0999755859375,580.4215698242188,6764
2015-08-28,613.5499877929688,632.2999877929688,604.0,607.6500244140625,576.2018432617188,13135
2015-08-31,625.0,625.0,528.7000122070312,589.0999755859375,558.612060546875,8046
2015-09-01,605.75,605.75,557.0,564.5,535.2850952148438,14843
2015-09-02,564.4000244140625,607.0,546.0499877929688,601.2999877929688,570.1805419921875,32099
2015-09-03,619.9500122070312,621.5,601.0999755859375,615.3499755859375,583.5033569335938,4843
2015-09-04,619.0,619.0,588.0,593.6500244140625,562.9266357421875,3964
2015-09-07,590.0499877929688,615.0,576.4500122070312,579.2999877929688,549.3192749023438,6498
2015-09-08,606.5,606.5,548.1500244140625,563.4000244140625,534.2421875,8348
2015-09-09,578.5499877929688,589.0,561.0499877929688,584.0,553.7760009765625,7018
2015-09-10,570.0,598.0,565.5999755859375,579.1500244140625,552.107666015625,1704
2015-09-11,585.0499877929688,594.9000244140625,584.0,590.0999755859375,562.54638671875,4003
2015-09-14,590.0499877929688,597.8499755859375,582.0,588.9500122070312,561.4501342773438,5306
2015-09-15,589.0499877929688,589.0499877929688,570.25,579.4000244140625,552.3460693359375,1884
2015-09-16,575.6500244140625,590.0,575.0999755859375,586.9500122070312,559.5435180664062,2788
2015-09-18,593.9500122070312,605.0,581.0,588.25,560.78271484375,8360
2015-09-21,584.25,600.0999755859375,584.25,589.1500244140625,561.6408081054688,3788
2015-09-22,590.0999755859375,599.0,590.0,590.75,563.166015625,6080
2015-09-23,585.0,590.0,575.0,584.4500122070312,557.16015625,5149
2015-09-24,590.0,590.0,570.0,575.6500244140625,548.7711181640625,2362
2015-09-28,589.0,605.0,557.0,589.0,561.4978637695312,14406
